"Sector","Pillar","Country","Value","Rank"
"General Enabling Environment","Political and institutional","Netherlands",92.28431075,6
"Research, Development and Innovation","Research and development","Netherlands",55.75740695,12
"Research, Development and Innovation","Social innovation","Netherlands",36.44086817,23
"General Enabling Environment","Socio-economic","Netherlands",71.13152137,15
"Economy","Economic openness","New Zealand",50.96661132,36
"Pre-University Education","Educational enabling environment","New Zealand",66.33927362,35
"Technical and Vocational Education and Training","Features of the labour market","New Zealand",61.17706121,35
"Economy","Financing and value added","New Zealand",46.15653329,46
"Technical and Vocational Education and Training","Formation and professional training","New Zealand",64.03902494,18
"General Enabling Environment","Health and environment","New Zealand",83.97494752,15
"Higher Education","Higher education inputs","New Zealand",51.68924976,36
"Higher Education","Higher education outputs and quality","New Zealand",61.54621756,10
"Information and Communications Technology","ICT inputs","New Zealand",74.7687608,21
"Information and Communications Technology","ICT outputs","New Zealand",73.6619693,17
"Research, Development and Innovation","Innovation in production","New Zealand",39.68898173,31
"Pre-University Education","Knowledge capital","New Zealand",67.88142665,29
"Economy","Knowledge competitiveness","New Zealand",61.4509921,21
"General Enabling Environment","Political and institutional","New Zealand",96.37952453,2
"Research, Development and Innovation","Research and development","New Zealand",37.92581985,27
"Research, Development and Innovation","Social innovation","New Zealand",42.22693251,11
"General Enabling Environment","Socio-economic","New Zealand",71.46294389,13
"Economy","Economic openness","North Macedonia",42.86917651,68
"Pre-University Education","Educational enabling environment","North Macedonia",51.98959297,98
"Technical and Vocational Education and Training","Features of the labour market","North Macedonia",40.47245933,116
"Economy","Financing and value added","North Macedonia",44.65784798,55
"Technical and Vocational Education and Training","Formation and professional training","North Macedonia",59.45741307,27
"General Enabling Environment","Health and environment","North Macedonia",76.1776321,51
"Higher Education","Higher education inputs","North Macedonia",52.154239,34
"Higher Education","Higher education outputs and quality","North Macedonia",37.53063948,67
"Information and Communications Technology","ICT inputs","North Macedonia",56.88226259,73
"Information and Communications Technology","ICT outputs","North Macedonia",40.92587082,80
"Research, Development and Innovation","Innovation in production","North Macedonia",19.41462008,90
"Pre-University Education","Knowledge capital","North Macedonia",39.86573428,111
"Economy","Knowledge competitiveness","North Macedonia",47.46578342,63
"General Enabling Environment","Political and institutional","North Macedonia",49.97130178,66
"Research, Development and Innovation","Research and development","North Macedonia",14.40218399,88
"Research, Development and Innovation","Social innovation","North Macedonia",28.71462586,51
"General Enabling Environment","Socio-economic","North Macedonia",52.65422702,86
"Economy","Economic openness","Norway",39.99259941,78
"Pre-University Education","Educational enabling environment","Norway",75.36445338,6
"Technical and Vocational Education and Training","Features of the labour market","Norway",74.90331043,9
"Economy","Financing and value added","Norway",56.14355505,21
"Technical and Vocational Education and Training","Formation and professional training","Norway",70.87796469,12
"General Enabling Environment","Health and environment","Norway",89.17585881,2
"Higher Education","Higher education inputs","Norway",66.03848253,5
"Higher Education","Higher education outputs and quality","Norway",49.93053444,29
"Information and Communications Technology","ICT inputs","Norway",74.54379972,22
"Information and Communications Technology","ICT outputs","Norway",71.66291133,21
"Research, Development and Innovation","Innovation in production","Norway",39.07781089,32
"Pre-University Education","Knowledge capital","Norway",70.5018651,17
"Economy","Knowledge competitiveness","Norway",59.13473459,28
"General Enabling Environment","Political and institutional","Norway",94.40225217,4
"Research, Development and Innovation","Research and development","Norway",47.99830509,16
"Research, Development and Innovation","Social innovation","Norway",30.90919841,39
"General Enabling Environment","Socio-economic","Norway",79.35173308,1
"Economy","Economic openness","Oman",46.82511623,54
"Pre-University Education","Educational enabling environment","Oman",59.21676086,64
"Technical and Vocational Education and Training","Features of the labour market","Oman",39.49834107,119
"Economy","Financing and value added","Oman",57.8295383,15
"Technical and Vocational Education and Training","Formation and professional training","Oman",52.60374723,57
"General Enabling Environment","Health and environment","Oman",68.50391756,84
"Higher Education","Higher education inputs","Oman",55.79636268,23
"Higher Education","Higher education outputs and quality","Oman",32.68774474,85
"Information and Communications Technology","ICT inputs","Oman",65.91272264,46
"Information and Communications Technology","ICT outputs","Oman",50.86287281,53
"Research, Development and Innovation","Innovation in production","Oman",26.07609567,63
"Pre-University Education","Knowledge capital","Oman",55.19577036,65
"Economy","Knowledge competitiveness","Oman",56.41745319,36
"General Enabling Environment","Political and institutional","Oman",64.72519584,48
"Research, Development and Innovation","Research and development","Oman",22.56972547,51
"Research, Development and Innovation","Social innovation","Oman",17.98764211,87
"General Enabling Environment","Socio-economic","Oman",55.27720306,75
"Economy","Economic openness","Pakistan",34.77731107,95
"Pre-University Education","Educational enabling environment","Pakistan",48.43212527,105
"Technical and Vocational Education and Training","Features of the labour market","Pakistan",41.17015079,114
"Economy","Financing and value added","Pakistan",29.13743613,106
"Technical and Vocational Education and Training","Formation and professional training","Pakistan",43.77034778,94
"General Enabling Environment","Health and environment","Pakistan",51.39873997,118
"Higher Education","Higher education inputs","Pakistan",42.31149681,88
"Higher Education","Higher education outputs and quality","Pakistan",36.09556335,75
"Information and Communications Technology","ICT inputs","Pakistan",47.23296957,96
"Information and Communications Technology","ICT outputs","Pakistan",26.81174702,114
"Research, Development and Innovation","Innovation in production","Pakistan",27.12725387,59
"Pre-University Education","Knowledge capital","Pakistan",41.78008748,106
"Economy","Knowledge competitiveness","Pakistan",34.1296937,124
"General Enabling Environment","Political and institutional","Pakistan",26.95310107,122
"Research, Development and Innovation","Research and development","Pakistan",13.13487743,99
"Research, Development and Innovation","Social innovation","Pakistan",16.35380526,97
"General Enabling Environment","Socio-economic","Pakistan",33.23117565,131
"Economy","Economic openness","Panama",38.14809901,82
"Pre-University Education","Educational enabling environment","Panama",52.84797148,94
"Technical and Vocational Education and Training","Features of the labour market","Panama",36.07625593,127
"Economy","Financing and value added","Panama",40.19021515,68
"Technical and Vocational Education and Training","Formation and professional training","Panama",43.12305094,97
"General Enabling Environment","Health and environment","Panama",79.43923773,34
