"Pillar","Subpillar","Country","Value","Rank"
"Social innovation","Outputs of social innovation","France",34.6865451610858,21
"Social innovation","Outputs of social innovation","Gambia",5.02668365331553,119
"Social innovation","Outputs of social innovation","Georgia",31.8960505689555,28
"Social innovation","Outputs of social innovation","Germany",26.8759919314376,42
"Social innovation","Outputs of social innovation","Ghana",2.35985498714491,130
"Social innovation","Outputs of social innovation","Greece",29.6392939304845,36
"Social innovation","Outputs of social innovation","Guatemala",15.0358216121994,88
"Social innovation","Outputs of social innovation","Guinea",3.57564309033845,127
"Social innovation","Outputs of social innovation","Guyana",30.4568762701382,33
"Social innovation","Outputs of social innovation","Honduras",17.5260747355928,81
"Social innovation","Outputs of social innovation","Hong Kong, China (SAR)",59.8353354037104,4
"Social innovation","Outputs of social innovation","Hungary",24.1876711381066,58
"Social innovation","Outputs of social innovation","Iceland",44.225170433874,11
"Social innovation","Outputs of social innovation","India",11.4506012903248,101
"Social innovation","Outputs of social innovation","Indonesia",11.4650974765529,100
"Social innovation","Outputs of social innovation","Iran (Islamic Republic of)",46.7023652118614,7
"Social innovation","Outputs of social innovation","Ireland",26.1347725324892,46
"Social innovation","Outputs of social innovation","Israel",18.8843178215923,75
"Social innovation","Outputs of social innovation","Italy",21.5375915184927,63
"Social innovation","Outputs of social innovation","Japan",39.4304057744291,15
"Social innovation","Outputs of social innovation","Jordan",26.654003281692,43
"Social innovation","Outputs of social innovation","Kazakhstan",10.2341028403581,105
"Social innovation","Outputs of social innovation","Kenya",31.6324474956327,29
"Social innovation","Outputs of social innovation","Korea (Republic of)",41.665698588608,13
"Social innovation","Outputs of social innovation","Kuwait",8.69404862624377,111
"Social innovation","Outputs of social innovation","Kyrgyzstan",8.5746206132708,112
"Social innovation","Outputs of social innovation","Lao People's Democratic Republic",10.834455359778,103
"Social innovation","Outputs of social innovation","Latvia",45.2221369837478,10
"Social innovation","Outputs of social innovation","Lebanon",12.457123954433,97
"Social innovation","Outputs of social innovation","Lesotho",21.998944001849,61
"Social innovation","Outputs of social innovation","Lithuania",24.8719950427733,51
"Social innovation","Outputs of social innovation","Luxembourg",45.640098922751,9
"Social innovation","Outputs of social innovation","Madagascar",18.2714395481713,78
"Social innovation","Outputs of social innovation","Malawi",15.6659729595292,86
"Social innovation","Outputs of social innovation","Malaysia",25.5681035297208,49
"Social innovation","Outputs of social innovation","Mali",2.23397085461368,131
"Social innovation","Outputs of social innovation","Malta",65.5350079769135,2
"Social innovation","Outputs of social innovation","Mauritania",1.21034322168177,134
"Social innovation","Outputs of social innovation","Mauritius",24.6187877508912,52
"Social innovation","Outputs of social innovation","Mexico",23.4337285726317,60
"Social innovation","Outputs of social innovation","Moldova (Republic of)",32.7516386324663,27
"Social innovation","Outputs of social innovation","Mongolia",70.4240291027476,1
"Social innovation","Outputs of social innovation","Morocco",20.7190743871917,69
"Social innovation","Outputs of social innovation","Mozambique",11.7337782392514,98
"Social innovation","Outputs of social innovation","Myanmar",26.6246373523239,44
"Social innovation","Outputs of social innovation","Namibia",46.8306757650086,6
"Social innovation","Outputs of social innovation","Nepal",17.4303255523914,82
"Social innovation","Outputs of social innovation","Netherlands",29.6729747468605,34
"Social innovation","Outputs of social innovation","New Zealand",33.9155325496541,24
"Social innovation","Outputs of social innovation","North Macedonia",24.5637181995406,53
"Social innovation","Outputs of social innovation","Norway",20.6836731529124,71
"Social innovation","Outputs of social innovation","Oman",17.6078241815494,80
"Social innovation","Outputs of social innovation","Pakistan",9.62665664203067,108
"Social innovation","Outputs of social innovation","Panama",30.6220823581825,32
"Social innovation","Outputs of social innovation","Paraguay",51.7461719726647,5
"Social innovation","Outputs of social innovation","Peru",21.0441717642244,67
"Social innovation","Outputs of social innovation","Philippines",26.0985651095976,47
"Social innovation","Outputs of social innovation","Poland",21.1843821418371,66
"Social innovation","Outputs of social innovation","Portugal",34.5319292444158,22
"Social innovation","Outputs of social innovation","Qatar",14.9667541126541,89
"Social innovation","Outputs of social innovation","Romania",19.1765704964822,74
"Social innovation","Outputs of social innovation","Russian Federation",20.9673520833116,68
"Social innovation","Outputs of social innovation","Rwanda",7.72687350575313,114
"Social innovation","Outputs of social innovation","Saudi Arabia",10.4596884005458,104
"Social innovation","Outputs of social innovation","Senegal",6.98120604002359,116
"Social innovation","Outputs of social innovation","Serbia",18.7264490298248,76
"Social innovation","Outputs of social innovation","Seychelles",9.39336001171625,110
"Social innovation","Outputs of social innovation","Singapore",24.2772387902993,56
"Social innovation","Outputs of social innovation","Slovakia",29.1333258303824,38
"Social innovation","Outputs of social innovation","Slovenia",42.8082399552284,12
